filter_clog_pct,fan_speed_pct,vibration_mm_s,bearing_temp_c,run_hours,failure_within_7d
0.288258,0.676331,3.15113,58.880262,7817.679789,0
0.248593,0.794687,2.601683,57.232398,6480.247487,1
0.082726,0.602649,2.198395,46.967034,4583.594473,0
0.889053,0.296819,2.74305,55.445388,5686.558169,0
0.510173,0.570207,1.947216,51.493328,1357.720377,1
0.835481,0.670368,2.590311,61.773571,2621.577465,0
0.367879,0.585421,2.085494,51.891522,3321.102312,0
0.500548,0.93039,4.152719,68.504977,8846.225543,1
0.770098,0.23997,2.571864,52.592008,5592.857235,0
0.535161,0.168556,3.283125,51.090984,6915.111285,0
0.857318,0.908568,3.138341,70.197399,6278.17398,1
0.750158,0.918261,2.727385,63.065288,1134.314259,0
0.065011,0.317147,1.871577,42.2392,4957.254903,0
0.133954,0.645148,1.364634,46.715978,850.325879,0
0.67844,0.70698,3.400038,66.629281,6742.282603,1
0.735835,0.587732,2.903832,62.820076,5542.411094,1
0.373656,0.729856,1.962006,56.757201,1728.195973,1
0.620883,0.151808,3.036419,52.157003,8298.242017,1
0.775502,0.894014,2.532691,67.451442,2744.05752,1
0.120327,0.308756,1.918689,44.94643,3794.904358,1
0.106513,0.810341,3.491995,58.559124,8372.379661,1
0.921611,0.402149,2.438425,59.552785,5796.067051,0
0.145485,0.373094,2.287847,47.246972,5032.805518,0
0.231935,0.967313,0.692446,54.140554,207.057383,1
0.413294,0.777639,2.220726,60.167923,5719.101457,0
0.69976,0.520942,3.720231,63.778032,8755.362341,1
0.613427,0.41061,2.417458,53.972432,3684.826026,0
0.164451,0.873407,2.145851,56.979951,5644.466301,0
0.375803,0.167823,2.569316,47.086803,5161.156436,1
0.638378,0.906937,3.91713,70.542922,8289.958925,1
0.386161,0.207305,2.30119,45.571705,4095.416338,0
0.273769,0.703602,2.425867,56.818734,5077.038449,0
0.348928,0.589396,2.542063,56.553709,7517.500934,1
0.75967,0.753909,3.445947,66.020366,8691.890405,0
0.581393,0.091897,3.023195,48.587453,7834.594261,0
0.755941,0.411231,2.474424,56.881235,4522.214245,0
0.629631,0.790102,2.846582,63.976275,4574.626591,1
0.114752,0.577134,2.124395,48.571173,3409.324338,0
0.2877,0.119302,3.215519,46.600893,8590.197102,0
0.61688,0.875966,1.590687,59.841793,161.368722,0
0.065248,0.422829,1.989838,45.84173,5472.420302,0
0.162938,0.098317,1.223188,36.802563,2155.371479,0
0.25577,0.772669,3.134489,60.106539,7330.664217,1
0.211909,0.62789,2.502912,53.612551,4752.74162,0
0.866841,0.296413,2.347303,53.470392,4465.950828,0
0.089611,0.472437,0.70485,44.643468,77.800569,0
0.911635,0.670811,2.125148,60.596653,1622.83161,0
0.101654,0.901254,1.263273,54.1252,1498.130517,0
0.415909,0.292021,1.829846,47.091936,3426.892043,0
0.049924,0.334515,0.9473,41.529676,1727.05009,0
0.351281,0.130786,2.022086,45.191793,4202.758835,0
0.211059,0.772111,1.475938,53.34825,1189.329873,0
0.514595,0.867531,3.058403,64.955358,6734.776211,0
0.463191,0.663983,1.483107,49.492957,30.335796,0
0.864232,0.981157,4.412976,70.058584,6389.17914,1
0.271355,0.991009,2.427871,61.56537,4650.893571,0
0.859921,0.848568,3.059272,66.280198,4519.437535,0
0.916764,0.533657,3.752889,63.851095,8326.0739,1
0.710659,0.601585,1.899043,57.377132,2866.189374,0
0.767364,0.810528,2.145068,63.77812,2586.95417,1
0.571885,0.428688,3.12764,55.717008,6097.620417,0
0.429487,0.891799,1.868536,59.049898,2722.944818,0
0.510363,0.738076,2.94186,63.001163,7211.543875,1
0.599478,0.370885,2.523901,52.620342,3291.537598,1
0.34872,0.598849,1.663288,50.601552,510.370403,0
0.652567,0.740126,3.284688,62.737928,7705.829552,1
0.508108,0.507181,2.24115,49.601267,3479.282297,0
0.022721,0.824942,1.659674,55.128514,3066.031943,0
0.792172,0.882762,3.583522,71.539109,8642.496758,1
0.815768,0.515026,3.428646,63.231015,8190.936111,0
0.72969,0.862611,4.17522,69.087624,8175.075187,1
0.506305,0.332096,3.989236,55.418026,8361.446877,0
0.093654,0.386682,2.287928,44.453717,5349.09881,0
0.772899,0.280857,2.820432,53.155438,5522.539541,1
0.086562,0.893188,1.136405,53.757794,519.88424,0
0.207316,0.342357,3.487762,48.458377,7320.666951,0
0.283695,0.133979,3.105225,45.175336,6938.223739,0
0.588956,0.652725,2.054631,57.612937,3117.852209,0
0.651305,0.47885,2.428262,53.039614,4392.489122,0
0.491596,0.481993,2.264041,52.469452,2487.426306,0
0.212096,0.909431,2.245868,58.840532,5335.466171,0
0.651763,0.625812,2.596917,59.700469,4546.026225,0
0.169352,0.505744,2.899771,50.833468,6524.92501,0
0.15375,0.090748,3.375174,44.795351,8763.954327,0
0.543841,0.378174,1.339479,47.445972,549.922931,0
0.130061,0.561773,1.656341,45.26573,535.437952,0
8.1e-05,0.999501,2.8286,62.561536,7785.691502,0
0.648048,0.78677,1.83398,56.753065,1014.4115,0
0.800207,0.579364,1.26182,55.177615,283.091278,0
0.287977,0.57821,2.749612,53.099792,6178.149023,0
0.376736,0.63894,2.171463,54.282121,5362.096883,0
0.039466,0.219855,3.491921,46.7877,8912.085241,0
0.740826,0.861404,3.311447,68.376083,5664.386129,1
0.822606,0.93445,1.925946,62.44434,423.528136,1
0.545402,0.248047,2.740978,52.200704,5881.441687,0
0.678616,0.369945,2.055303,52.198253,1239.414656,0
0.365913,0.38689,2.587498,50.339454,6705.167734,0
0.360732,0.845561,2.728059,58.883653,4781.870896,1
0.566218,0.795868,2.461709,62.520666,3640.369312,0
0.639317,0.379378,2.694994,57.946532,5480.117911,1
0.742215,0.489574,1.464979,53.402343,1138.105522,0
0.578489,0.273234,1.361307,44.678182,827.173219,0
0.52143,0.558264,2.204059,54.93482,2862.581015,1
0.025331,0.824998,3.227838,57.926263,6933.629532,0
0.327028,0.94468,1.954644,61.585029,4921.523739,1
0.935098,0.36364,1.401735,55.847581,505.374492,0
0.210745,0.244332,1.991557,42.196215,3878.592444,0
0.635236,0.26555,3.361415,53.643531,7262.780537,1
0.406702,0.519911,3.334453,57.196115,8280.523049,1
0.60575,0.194575,2.267019,49.136363,4569.100905,0
0.601695,0.883137,1.979236,62.438587,1170.678516,0
0.188673,0.09906,2.105813,41.586426,4757.193213,0
0.935486,0.588974,1.678249,57.91433,1428.735927,1
0.7508,0.687899,2.071627,58.705062,2683.459164,0
0.819705,0.647077,1.906095,59.679266,849.350257,1
0.927233,0.813727,3.287233,67.461166,3828.418747,0
0.176706,0.207413,2.207103,41.16344,4457.207565,0
0.677139,0.80417,2.930388,62.409281,2814.286928,1
0.022626,0.484897,2.180911,44.960754,6493.649334,0
0.092624,0.473258,1.596335,45.425111,2637.1098,0
0.795564,0.168626,2.900686,51.880877,6401.969925,0
0.453854,0.730545,3.475782,61.642829,8540.105602,1
0.689964,0.783083,2.123174,58.40889,1230.753285,0
0.042165,0.346385,3.627985,47.764388,8223.415907,0
0.074192,0.749761,1.588474,50.722128,1110.059284,0
0.439957,0.935118,2.150973,57.45921,3670.598835,0
0.187994,0.75324,3.273212,60.582752,8723.915883,0
0.366737,0.126402,2.117295,45.063892,5070.27662,0
0.329316,0.131571,1.959415,41.914835,3424.504506,0
0.840211,0.292792,1.793322,53.28844,1126.532835,0
0.858433,0.759095,4.209575,67.988541,7968.548394,1
0.409298,0.670481,2.155831,53.215016,3282.187682,0
0.103099,0.798271,3.030024,58.08751,7566.830914,0
0.226466,0.981517,2.496,61.603381,3756.41946,1
0.335106,0.962669,2.944579,60.630694,6718.995841,1
0.743013,0.752602,1.796284,57.571743,185.09763,0
0.193083,0.464711,2.092054,50.175136,5838.953171,1
0.145729,0.925082,2.090371,58.348772,5265.082815,0
0.479089,0.363589,1.666885,48.902103,3221.421469,0
0.487624,0.407504,3.048464,54.716214,7991.468625,1
0.010379,0.931774,3.004661,59.226602,8120.845099,0
0.752844,0.841934,3.555673,66.041849,7769.245943,1
0.576316,0.74351,1.773389,57.928153,1292.000944,0
0.13368,0.422393,3.367788,51.337547,8428.744616,0
0.269071,0.595365,1.401386,50.073703,1366.022862,0
0.745534,0.262675,2.411358,51.269203,4541.874389,0
0.789541,0.740668,2.601955,61.642981,3863.500077,1
0.717054,0.558471,2.588099,57.385058,4955.312719,0
0.465073,0.752801,2.787784,60.959617,4353.237016,0
0.240794,0.593576,2.172572,48.307133,897.297418,0
0.009485,0.129512,2.240464,39.336718,6908.372263,0
0.422889,0.399175,1.660253,51.050687,3470.090306,0
0.086081,0.866821,2.297096,54.645057,4708.746032,0
0.243077,0.756033,3.394072,59.805726,6672.447971,1
0.789901,0.998096,3.341295,70.575629,6581.876852,1
0.53529,0.575054,1.617257,56.095724,253.595103,0
0.566908,0.863121,3.842988,65.438598,8301.840144,1
0.460857,0.655216,2.101005,54.3206,4351.883555,1
0.136634,0.981413,1.680561,55.525584,2093.580857,0
0.324922,0.272487,0.922055,42.73938,496.126923,0
0.228488,0.759715,3.189994,60.855079,7571.970346,1
0.79471,0.452,1.827657,55.481464,2722.790872,0
0.234031,0.578744,2.152674,50.753514,3001.375148,0
0.094834,0.18918,0.620905,36.63809,624.339542,0
0.643597,0.166946,3.078466,49.149287,6644.263158,1
0.29538,0.74176,1.209445,51.095261,327.541612,0
0.431384,0.110068,2.849195,49.67819,5965.586926,1
0.18571,0.70546,2.870778,56.086608,7228.461061,0
0.282579,0.402681,3.090536,51.152381,6713.991385,0
0.451483,0.48384,1.887746,51.283051,2858.069366,0
0.459164,0.728105,3.415436,61.3109,7586.649226,0
0.252744,0.583573,2.055545,52.358513,4208.669063,0
0.537735,0.949897,2.549064,64.348417,2292.639341,0
0.467706,0.504564,3.185815,56.084882,8506.957669,0
0.497253,0.317991,3.604284,55.298758,8285.878171,0
0.386863,0.500185,2.709631,53.522656,4925.521691,0
0.119939,0.210867,2.987889,44.482472,6771.91665,0
0.546659,0.948729,3.701889,67.105862,8619.352037,1
0.545394,0.946669,4.304378,68.491462,8474.034892,1
0.627217,0.544995,3.189277,59.309911,7318.986936,0
0.881201,0.384663,3.471312,60.959503,7763.740807,1
0.060812,0.533593,0.721851,44.586456,308.897258,0
0.172154,0.734989,3.287527,56.531854,7319.477181,0
0.710122,0.607337,2.36028,55.920006,2892.728387,0
0.225584,0.5728,2.264984,49.66076,3733.123988,0
0.303017,0.718388,2.372653,54.488162,5049.318457,0
0.381114,0.488199,2.239185,50.271571,4688.958723,0
0.526156,0.378385,2.03691,46.640907,4046.000229,0
0.396966,0.697991,2.138843,56.479009,2990.074675,0
0.528336,0.167544,3.36915,52.264369,7880.999527,1
0.548549,0.241651,3.641461,55.589387,8770.595324,0
0.898491,0.185561,3.615794,56.786928,8214.075195,1
0.389928,0.707285,3.737558,57.76164,8060.023748,1
0.087232,0.083611,2.15979,37.45885,5379.03156,0
0.906085,0.373283,2.843412,59.147991,4305.092712,1
0.306363,0.820037,2.138507,57.322693,3803.685495,1
0.068746,0.761674,1.161815,51.768451,1213.320366,0
0.343806,0.312538,2.51667,49.863889,5623.348106,0
0.552105,0.668615,2.324229,58.609653,3542.843573,1
0.491937,0.479779,1.8635,49.914801,2992.247553,0
0.028882,0.092944,2.060235,37.894936,5226.766497,0
0.231852,0.091272,1.085642,37.883665,743.04342,0
0.414889,0.401001,1.82183,47.781351,3099.68927,0
0.173699,0.657786,1.2867,47.975289,1870.941104,0
0.934081,0.823702,3.244486,64.503807,5122.084661,1
0.908582,0.258023,1.633334,51.726484,1270.727744,0
0.93293,0.349173,3.275024,60.666854,7306.012723,1
0.204165,0.549952,2.190601,52.720154,4001.718093,0
0.652058,0.911726,1.603923,60.069198,105.102089,0
0.672037,0.826765,2.757563,60.709715,4108.676667,1
0.230042,0.835503,2.765877,61.348793,6955.327183,1
0.937326,0.477976,2.791008,59.808593,3902.647044,1
0.685384,0.444309,3.443956,59.052527,6731.837895,0
0.889591,0.08069,2.162654,49.90519,4293.303392,0
0.291727,0.698265,1.701063,54.171146,417.666946,0
0.213382,0.866831,2.333296,59.625381,4373.845687,0
0.004262,0.281248,1.853321,39.464182,4970.132021,0
0.705077,0.711351,3.386211,64.47312,7337.552253,1
0.949212,0.732795,3.890821,68.707777,6662.193947,1
0.23567,0.645647,1.14984,50.22467,542.11292,0
0.783008,0.120704,2.781852,49.957871,5955.918629,0
0.115594,0.415562,2.019199,46.527709,3358.182031,0
0.418387,0.44702,3.51527,55.462837,7754.028147,0
0.893199,0.994237,2.883149,66.658343,2424.451912,0
0.267159,0.964451,1.369369,56.482506,2578.55735,0
0.200495,0.633339,2.505602,49.746675,4381.073831,0
0.697707,0.234928,3.496402,55.438037,8939.857123,1
0.28563,0.737514,2.913351,56.36596,7105.195935,0
0.142775,0.171706,1.262587,36.259343,2481.378202,0
0.480203,0.33702,1.323706,45.130072,527.482575,0
0.815454,0.223774,2.105647,50.793224,3727.487198,1
0.467856,0.428579,2.83575,52.081671,6745.2434,0
0.412537,0.763617,3.361395,60.868099,8161.003257,1
0.685876,0.532401,2.040528,55.762402,3568.275833,1
0.411545,0.529566,2.677096,53.400383,4899.832293,1
0.212227,0.926422,2.217287,59.431573,2097.89562,0
0.914041,0.683541,4.005758,66.374311,6454.837858,1
0.234156,0.772416,1.631655,53.1739,1712.727747,0
0.614538,0.114087,2.314191,48.594036,5063.139343,0
0.081717,0.702719,2.234842,53.631174,5650.288941,0
0.612308,0.610217,2.646313,56.971727,5248.123406,0
0.615104,0.204374,1.52654,45.692246,3458.518924,0
0.544505,0.420223,1.604533,50.48318,1011.081236,0
0.543572,0.868986,2.655369,61.298614,3956.627635,0
0.017253,0.876445,1.279661,51.110474,260.541123,0
0.642998,0.192865,1.24304,47.109788,2446.167185,0
0.242018,0.161276,1.920421,43.67546,5459.12217,0
0.330874,0.269827,2.180453,47.104375,4993.648327,0
0.636785,0.920528,2.512786,64.002961,3099.997652,1
0.52669,0.999127,2.472197,65.120955,4109.546134,0
0.746921,0.689745,3.453104,62.561557,7947.610533,0
0.27296,0.892383,2.570023,61.347943,6427.648327,1
0.367786,0.364137,1.299961,45.82993,352.855726,0
0.481304,0.888198,2.265765,62.017183,3155.840896,0
0.005053,0.20551,1.704461,34.511001,2954.22233,0
0.778043,0.754631,3.294111,63.046314,5640.356006,0
0.094985,0.995063,1.215973,58.112734,1054.787247,0
0.214022,0.626893,3.003593,55.781183,6361.76702,1
0.92555,0.969116,2.16593,63.143303,793.536161,0
0.4814,0.76142,2.316812,56.103101,1496.243177,1
0.475689,0.514643,1.5133,50.548313,1234.887612,1
0.508708,0.751187,3.800147,64.085979,7933.479449,1
0.729559,0.116608,1.626484,45.731451,2127.303382,0
0.167425,0.776759,2.671706,57.363539,4828.456914,0
0.053256,0.756916,1.575037,54.083945,5197.675059,0
0.640464,0.147749,3.429895,50.088609,8027.530781,0
0.306396,0.675438,1.593183,53.241092,3156.938865,0
0.062287,0.375333,1.125793,41.329747,1499.147638,0
0.198923,0.617773,1.799657,49.998691,3539.086311,0
0.338533,0.905567,3.373369,65.363374,7633.198273,1
0.041421,0.278077,3.539636,45.236384,8997.662805,0
0.320787,0.233,2.564871,47.096393,4355.413383,0
0.350351,0.128976,3.27305,47.260149,8181.76849,0
0.080937,0.889193,2.051672,56.2396,3437.060834,0
0.743451,0.110584,0.782515,44.904408,137.751085,0
0.722379,0.876678,3.575615,69.351671,8625.877644,1
0.367521,0.947541,3.005883,64.262454,6738.304872,1
0.861079,0.651245,2.958074,63.431641,4413.455549,1
0.001178,0.672935,1.097891,45.014168,2041.840671,0
0.488208,0.895491,3.509214,63.267859,8375.848112,1
0.90182,0.482562,1.962954,57.072234,1431.808668,0
0.032857,0.317045,1.513773,43.331173,1959.380768,0
0.218701,0.537415,1.463687,50.103414,1701.290104,0
0.496551,0.947342,3.053537,64.990762,7388.537981,1
0.14364,0.33465,2.125431,47.452224,3159.793873,0
0.624385,0.579476,3.040552,57.097177,5547.129218,0
0.04677,0.675059,2.275082,50.816929,4600.965087,0
0.669306,0.40895,2.437572,55.679609,5585.996948,0
0.182876,0.129104,2.508127,45.061565,7439.797861,0
0.107709,0.751084,2.603018,53.718791,5471.069868,0
0.535236,0.218337,2.679048,48.603417,6552.826613,1
0.665841,0.829762,1.72432,61.597183,1291.472342,0
0.796037,0.613832,1.857766,55.895584,1535.314746,0
0.057217,0.266476,2.70832,43.606248,7834.723036,0
0.683722,0.946998,2.2591,63.921238,398.324403,1
0.674654,0.313312,1.749407,48.667911,1431.055409,0
0.877787,0.713806,2.182617,60.767429,1868.938661,0
0.869772,0.17693,3.093554,56.121817,6869.427685,0
0.778393,0.524374,2.379304,58.022505,3493.133398,0
0.637633,0.178483,1.661018,45.704625,3424.389921,0
0.454646,0.868996,2.058171,58.478333,3065.481338,0
0.28792,0.722418,2.261329,52.829637,3289.718008,0
0.84943,0.264093,3.443454,57.392144,8421.481088,1
0.510846,0.340946,2.715747,48.371535,6168.554812,1
0.3001,0.100158,1.917346,40.911839,2009.972826,0
0.217839,0.109739,0.608294,35.140674,29.17173,0
0.828712,0.611035,3.29331,64.07301,5117.886367,1
0.846187,0.813039,3.164312,66.830813,3339.855857,1
0.461042,0.124598,1.782066,39.559433,2017.861159,0
0.593969,0.400856,2.428435,52.151109,4332.76981,0
0.910272,0.10028,3.249729,53.667229,8742.206168,1
0.495736,0.862986,3.979457,66.706782,8760.90436,1
0.384521,0.245996,1.298136,41.412571,1777.354515,0
0.391563,0.862748,1.664797,56.603941,1744.323631,0
0.399672,0.209364,1.574828,46.018555,3184.285265,0
0.286899,0.171092,3.055963,44.685437,8081.609307,0
0.655806,0.463923,2.86954,56.521352,6781.364716,0
0.741128,0.984215,1.87868,62.718366,1048.289831,0
0.8345,0.759507,3.031295,64.440345,4157.345189,0
0.534632,0.488574,3.323203,56.848411,8865.036688,0
0.659471,0.329219,2.580076,53.141276,6424.171424,0
0.674207,0.476081,2.923124,54.160744,6941.320014,1
0.100756,0.218809,2.027414,41.44674,4829.297065,0
0.768482,0.312354,2.519724,58.335851,6280.911044,0
0.852256,0.771901,3.374097,66.393643,4399.810155,1
0.169484,0.503021,2.974432,53.972418,8865.003894,1
0.707941,0.372293,1.294288,50.168494,850.055867,1
0.074889,0.171816,2.510905,42.630607,6404.726745,0
0.120202,0.244878,2.980647,42.635415,8189.130216,0
0.685289,0.18226,0.640187,43.47725,594.245789,0
0.426401,0.990657,1.881594,61.455932,1693.881625,0
0.158941,0.303492,3.129827,50.702271,8664.64727,1
0.192156,0.722561,1.247091,47.460583,114.366684,0
0.469065,0.817994,3.716001,65.064514,8558.707268,1
0.792379,0.68335,1.960221,61.403795,2884.906464,0
0.113539,0.791546,1.762024,54.193682,1744.923604,0
0.80997,0.187885,3.39922,55.114537,8094.297498,0
0.671518,0.568809,3.340032,60.893992,8159.269847,1
0.416459,0.102014,1.648763,41.576333,3227.664416,0
0.590863,0.433741,1.931865,52.833336,1468.926187,0
0.595899,0.706511,2.124569,58.049389,3453.74675,1
0.457181,0.44716,1.381753,46.712943,698.782682,1
0.330185,0.087826,1.059182,39.078785,170.759742,0
0.439399,0.781402,3.357761,63.542098,8597.27045,0
0.415623,0.54901,2.068021,50.913159,2093.068871,0
0.40915,0.527306,1.281625,46.80217,661.972279,0
0.287491,0.237598,3.146818,48.646393,8833.159995,0
0.392776,0.632404,1.403484,49.684248,1269.878096,0
0.328059,0.731968,2.173758,56.725125,4271.640232,0
0.537157,0.61449,3.301733,62.489029,7548.481213,1
0.134437,0.814494,1.463255,54.622148,1253.440686,0
0.895476,0.727871,1.690949,58.898043,849.791485,0
0.764004,0.186161,0.913932,45.625357,94.956969,1
0.781791,0.765112,3.389124,66.931614,7742.511069,1
0.212707,0.82277,1.243728,52.08649,1987.88934,0
0.102172,0.650037,2.309456,53.900574,6156.517712,0
0.500003,0.921254,1.41576,59.520004,438.778897,1
0.529595,0.546388,3.611398,57.657388,8526.463208,1
0.189038,0.91821,2.384133,62.036178,6613.232462,1
0.676524,0.279831,2.668941,54.834902,7110.492363,0
0.899857,0.941045,3.486471,72.643496,7096.708935,1
0.459547,0.878954,3.860045,65.822496,8822.381491,1
0.272595,0.316113,2.026723,46.872388,2904.143116,0
0.631048,0.674582,3.395682,61.006809,7859.709422,1
0.271547,0.482224,2.120024,49.68048,5598.569939,0
0.591126,0.910685,3.860555,67.189826,7981.757261,1
0.074487,0.738536,2.653609,55.008585,6011.795223,1
0.007295,0.889281,2.732441,55.968075,6013.612807,0
0.596045,0.164969,3.104442,49.654115,8318.324582,0
0.532516,0.600182,1.833085,53.725832,2246.306037,0
0.73746,0.429008,1.749167,53.737665,1310.661323,0
0.462732,0.516762,3.289349,58.413684,7077.251863,0
0.502059,0.750939,2.358487,56.863653,3937.670872,0
0.173997,0.32231,1.3928,41.654203,390.93527,0
0.562188,0.725351,3.633449,63.725502,6780.867224,1
0.663238,0.990781,3.845329,69.477294,7968.051306,1
0.396723,0.634094,2.715387,57.806531,7040.92496,1
0.296151,0.759055,1.999155,54.372568,3584.119665,0
0.898639,0.435572,2.226302,56.174584,894.895576,0
0.862749,0.803438,3.452789,66.061066,7209.506518,1
0.248917,0.931696,1.476758,54.419151,658.33665,0
0.134858,0.162117,2.519191,41.929392,4990.430606,0
0.179203,0.391486,1.288828,46.660949,1627.915675,0
0.10953,0.723314,3.16958,58.003903,8758.149548,1
0.772641,0.18098,1.859242,49.134354,4390.577138,0
0.387339,0.608461,1.674734,51.45753,2035.060058,0
0.850399,0.13992,1.081603,47.851607,34.929055,0
0.870491,0.363949,2.463249,57.848634,4752.79063,0
0.305042,0.094299,2.882993,43.480415,7000.539234,0
0.426329,0.597728,2.956022,57.261749,8116.306563,1
0.051501,0.635669,2.917255,51.875923,4951.522896,0
0.253924,0.994662,2.873538,62.764693,4991.919213,0
0.925918,0.139545,1.369399,49.034008,1542.465801,0
0.37316,0.214159,1.466127,42.371415,1523.872427,0
0.863879,0.645829,3.346161,66.426874,8041.482286,1
0.711022,0.696535,2.060866,59.470972,1694.129861,0
0.206436,0.137194,1.957873,42.170347,3669.79523,0
0.375367,0.659911,2.443137,55.299162,3764.414636,0
0.350683,0.608331,2.133973,55.637222,5075.13949,0
0.446509,0.952607,4.10928,68.239455,8074.263822,0
0.897811,0.876215,3.893555,68.302697,5793.724655,1
0.459011,0.233286,2.905705,50.362895,7300.22621,1
0.123829,0.48978,2.910747,50.598393,6551.208361,0
0.664051,0.310624,2.563296,51.648337,3491.90835,0
0.167924,0.993894,3.276193,61.2971,5630.095534,1
0.721176,0.710693,2.103911,59.496238,2214.821572,1
0.023443,0.609361,2.125144,52.558222,6876.042759,0
0.03812,0.375701,2.02399,42.757693,4443.853592,0
0.834214,0.611407,2.131295,59.289695,4300.017463,0
0.453265,0.642886,2.152735,52.949802,3509.934755,0
0.840564,0.967743,3.680091,71.988106,5599.274906,1
0.577744,0.629484,1.310056,53.995468,162.072774,1
0.327815,0.785208,2.901123,59.579398,7119.124326,0
0.493718,0.149066,2.343268,46.982531,5632.519323,0
0.536004,0.085524,1.767127,44.893366,3537.720479,0
0.245277,0.847087,3.320595,63.518834,8868.534495,0
0.602121,0.231083,2.792219,49.897241,7551.395566,1
0.012412,0.550879,1.531576,47.178701,1327.139169,0
0.910739,0.385497,1.890188,56.262972,2263.766032,0
0.748963,0.822039,2.68056,61.946924,3557.395459,0
0.320841,0.619017,3.332625,53.937398,7755.89933,1
0.873312,0.203219,2.415435,54.153344,4136.936151,0
0.92107,0.913394,3.757225,71.150013,5066.550061,1
0.617167,0.726007,2.447248,60.210803,3672.605778,0
0.48422,0.689354,3.464735,59.261281,7926.161224,1
0.784513,0.850251,4.079969,69.291029,8003.517202,1
0.317086,0.630395,2.102202,55.09569,4946.718953,0
0.527726,0.179583,1.878717,46.282084,3342.069645,0
0.930783,0.506354,2.691978,57.579073,5774.125232,0
0.731638,0.964009,2.261689,64.644255,2893.164269,0
0.138483,0.536297,2.94346,51.520831,5465.336308,1
0.378951,0.520945,2.929484,54.741354,6683.109697,1
0.462767,0.540233,3.634268,58.687907,7744.674124,1
0.701552,0.474241,1.499816,53.165033,749.325196,0
0.911668,0.252094,2.38372,54.939688,2907.298153,1
0.730044,0.458509,3.786758,60.909256,8186.083528,1
0.452496,0.098179,1.821883,42.461103,2149.982488,0
0.052418,0.956422,1.263997,55.152775,1290.700733,0
0.637706,0.423606,2.630153,54.064634,3980.520979,0
0.027888,0.739915,1.047722,48.613139,1039.268288,0
0.678831,0.992189,2.575861,63.842685,2591.372853,0
0.94283,0.315618,3.371374,55.547225,6232.816152,1
0.06881,0.778604,1.5498,50.312397,2059.872634,0
0.250051,0.311299,2.945652,51.194142,8304.035832,0
0.446738,0.71075,2.255487,52.778503,2410.842127,0
0.054255,0.865742,1.346523,53.848942,560.27302,0
0.522483,0.94246,3.398053,66.311293,7563.93896,1
0.026369,0.438211,1.493097,43.303038,2734.974014,0
0.929193,0.604657,3.371625,66.771787,8225.851924,1
0.219038,0.479817,1.972374,47.041146,2730.143321,0
0.210605,0.097443,2.479187,40.214624,3977.735923,0
0.304789,0.673933,1.775952,49.748215,1466.741398,0
0.126191,0.622566,2.61337,53.372981,5778.659653,0
0.648607,0.857657,2.819892,62.857024,3129.950818,0
0.470627,0.822791,2.722484,60.451094,6445.650712,1
0.787657,0.171375,1.38689,50.008594,259.382023,0
0.777167,0.180707,3.182128,55.354974,7064.909089,0
0.134519,0.768778,2.175022,53.031297,5063.695584,0
0.57118,0.749161,2.911772,61.583219,5281.036366,1
0.029224,0.121809,0.924882,33.802171,380.505654,0
0.339515,0.988893,2.626809,62.49348,6156.520576,1
0.788845,0.695017,3.340958,64.75889,5808.866174,1
0.911296,0.77245,3.325245,68.072699,5951.386669,1
0.678072,0.145141,3.473392,51.455382,8174.892444,1
0.625632,0.348252,3.112908,54.375779,7555.17192,1
0.187509,0.307,2.895237,45.980035,5869.868905,0
0.269498,0.584683,1.122098,45.526007,0.92282,0
0.286341,0.869203,1.921778,56.857497,1739.767544,0
0.71373,0.6048,1.993831,56.036861,1744.759271,0
0.133675,0.334448,1.80245,45.26208,4528.720809,0
0.132158,0.355655,3.531469,49.160554,8480.735649,0
0.345164,0.692257,2.171558,53.456321,3044.211653,0
0.265428,0.658551,1.951553,51.937214,895.061619,0
0.810688,0.59419,2.9504,60.124061,4169.327595,0
0.124823,0.525562,2.177799,50.950227,7558.487432,0
0.772854,0.461888,3.562273,63.098379,8368.830128,0
0.297831,0.370992,2.54684,50.295355,6327.052489,0
0.904271,0.302821,2.220483,54.620192,3193.663159,0
0.782631,0.391703,1.326269,51.300099,558.711291,0
0.463409,0.469632,2.245166,50.62193,2878.630487,0
0.131734,0.895614,3.233595,59.591879,8319.877833,0
0.567925,0.570248,2.376942,53.918364,5383.029533,0
0.32858,0.966432,1.707983,57.187133,713.495652,1
0.494176,0.60632,3.124622,60.868351,6836.660443,1
0.152572,0.941883,3.072465,65.60011,6633.235625,1
0.756583,0.562428,2.411344,56.542139,4348.702418,1
0.825711,0.711899,2.85121,61.904352,3787.371279,0
0.206853,0.977106,2.603458,62.19713,6980.724327,1
0.814377,0.694232,3.251881,65.047309,6148.492213,1
0.830787,0.339961,1.786914,51.231292,1700.547873,0
0.549091,0.558472,2.642666,56.230946,4856.353761,1
0.151199,0.567526,1.469247,48.289085,2339.258454,0
0.332241,0.624286,2.265239,55.1002,5285.40121,0
0.422057,0.179137,1.401565,42.083464,1096.712258,0
0.04613,0.38728,1.779671,44.775021,2079.285315,0
0.7127,0.165713,2.038658,48.124863,5085.015831,0
0.241227,0.805932,1.604063,51.165064,1108.141875,0
0.516297,0.592533,3.220859,57.00595,7139.313374,1
0.118566,0.645669,2.743507,51.842016,6214.307119,0
0.012134,0.548057,2.221659,49.084062,5677.809347,0
